no. with space,sender,message,date,geolat,geolon
1061,KimMarvilla,gigout giveout in alphonse dec 3 : sponge cola kjwan itchyworms angulo hilera join the club pedicab . # yolandaph @ gigoutapp @ liveopmph,Sun Nov 24 18:07:12 CST 2014,14.5336320,121.0332627
1062,jm_0424,the champ is back # pacquiaorios # pacrios # typhoonyolanda # yolandaph @ venetian hotel resort &amp; casino http : / / t.co / atu5dphagy,Sun Nov 24 18:07:27 CST 2014,14.3745698,121.0496323
1065,dahcruzvinluan,@ nathangallero @ aristatel _ @ icaaarl @ paupaum _ a @ pransys signal no . 7 ba ? tinalo pa pala nyan si yolanda,Sun Nov 24 18:45:41 CST 2014,14.4620737,120.9911367
1066,Genknowwaa,relief operation last week # prayforthephilippines # typhoonyolanda @ the fort http : / / t.co / ckcdcnxgx2,Sun Nov 24 18:50:51 CST 2014,14.5561275,121.0606830
1067,patrick_cangcs,solid talaga ginawa ni yolanda ... di talaga ako makapaniwala na nangyari to,Sun Nov 24 20:36:25 CST 2014,15.1144002,120.5928975
1068,mary_of_angel,teary eye na naman ako everytime i watch a show about the victim of yolanda ! haist di maiwasan # kmjs,Sun Nov 24 20:38:25 CST 2014,14.5022405,121.0569326
1069,christianGreyee,nw : jessica soho . # yolanda,Sun Nov 24 20:54:19 CST 2014,14.5246672,121.0277932
1070,jepay2,heartbreaking stories of yolanda survivors on # reeltime on @ gmanews tv . what life awaits for them after yolanda ? @ reeltimedocu ? ? ?,Sun Nov 24 21:37:14 CST 2014,14.5816973,121.0480159
1071,jepay2,if there &apos;s a god and he &apos;s a god of goodwill why is this happening ? makes me think . # yolandaaftermath # reeltime @ reeltimedocu,Sun Nov 24 21:47:39 CST 2014,14.5817498,121.0478351
1072,aejaymallari,cute nung bata na nag fund raising para sa typhoon yolanda : ) ) ) # bangonpilipinas # ggv nakakatouch,Sun Nov 24 21:52:39 CST 2014,14.8486943,120.8121595
1073,jovelaranzado,@ jovelaranzado @ archievalreyes walang matutulog .. para sa yolanda &apos;s victims .. lol,Sun Nov 24 21:59:40 CST 2014,14.4585662,120.9991168
1074,vampvikinggirl,the problem with doing the job right is you make other people look bad . - raquel fortun # yolandaph # haiyan,Sun Nov 24 22:10:52 CST 2014,14.1765590,121.2361560
1075,JannaEricaaa,@ babytabachiii hahaha . nasa kanya na ang lahat . wag maging yolanda ang peg . wala na syang tinira hahaha . hard natin hahaha x ) ) ),Sun Nov 24 22:30:35 CST 2014,13.8162046,121.0134735
1076,marieshaine,# zombieoutbreak # fab # funrun # typhoonyolandavictims # bioessence @ fernando air base http : / / t.co / hneh2uv67s,Sun Nov 24 22:35:40 CST 2014,13.9463960,121.1296964
1079,stfulengs,@ captain _ enchoi akala ko umalis na si yolanda . nstranded pa pala sa may de guzman . hahahahahahahahahahaha ang lakassss pucha,Sun Nov 24 23:18:35 CST 2014,14.4791341,120.8897640
1080,CabanitAngelica,@ mannypacquiao congatulations manny pacman pacquiao . all of us were so proud of you . you made people happy . esp . to those victims of yolanda,Sun Nov 24 23:51:47 CST 2014,14.6065756,120.4049983
1081,sarahalive16,# volunteer # publicservice # bangonpinas # dswd # keepcalm # fortyphoonyolandasurvivors @ dswd national … http : / / t.co / 9egjrf7dy7,Mon Nov 25 00:43:03 CST 2014,14.5135150,121.0042643
1082,enchang21,2 skipped trains and then a yolanda storm surge or people and a skipped train again . ? ? ?,Mon Nov 25 06:42:56 CST 2014,14.6573834,121.0018702
1083,Ivylieved,@ michixxxi @ ackieflynn @ triciaaaxx aww . kantahan kita gusto mo ? babalik si yolanda ! ! ! charot . ? ? aww miss ko nadin tuloy boses niyo . ?,Mon Nov 25 06:59:49 CST 2014,14.6123746,120.9888786
1084,StephenWBishop,made it to the philippines but now i &apos;m sidelined by some horrible infection . # haiyan # yolanda # sick,Mon Nov 25 07:02:58 CST 2014,14.6351258,121.0311037
1085,markzambrano,keep &apos; em coming neighbors ! god bless each and everyone of you ! # reliefph # yolandaph @ k-ville townhomes http : / / t.co / izij8phxmy,Mon Nov 25 08:07:55 CST 2014,14.6675757,121.0468944
1086,joycelmariano,good morning @ keancipriano ; ) ) # yolandagram # partyplace # pampanga # nov22 http : / / t.co / vznrrnldye,Mon Nov 25 09:06:44 CST 2014,14.5142790,120.6113636
1087,joeypreyes,@ legaspijean # weareone on dec7 for yolanda survivors benefit http : / / t.co / k3smq2qcs8,Mon Nov 25 09:48:33 CST 2014,14.4730360,121.0237644
1088,smithmachine_,dapat nagpa seminar type jiu-jitsu training ako sa school for yolanda victims . # shameonme,Mon Nov 25 12:15:57 CST 2014,14.2504752,121.0616267
1089,taleweaver,signs of hope and cheer . # xmas # christmas # helpph # yolandaph # livemore # smart # instagood # igers @ … http : / / t.co / myf89xbxip,Mon Nov 25 12:42:05 CST 2014,14.5590259,121.0183793
1090,nikkilheya,packing relief goods for the yolanda survivors ! # picstitch # yolandaph # philippines # reliefgoods … http : / / t.co / r2ylysa6jz,Mon Nov 25 12:54:39 CST 2014,14.6363772,120.9784315
1091,davidyusantos,&apos; it was like the great flood . it &apos;s just there was no noah &apos;s ark to save them . &quot; # reflections # yolandaph,Mon Nov 25 13:03:21 CST 2014,14.6688956,121.0156891
1092,prettyreigan,@ umichaell : holding on in # yolandaph tacloban http : / / t.co / jipcohfrjg,Mon Nov 25 13:20:10 CST 2014,14.5167815,121.0704406
1093,bryanancheta,there &apos;s always a rainbow after the rain # yolanda,Mon Nov 25 13:31:45 CST 2014,14.6390398,121.0358191
1097,shakeout07,# pacman # pacquiao # mp wins ! ! # bangonpinas # yolanda # boxing # pacrios # myfirstboxingmatchlive # macao … http : / / t.co / qry4vyryke,Mon Nov 25 14:36:11 CST 2014,14.5918000,121.1810000
1098,ToriBiow,@ ninoyerro haha oo na yolanda,Mon Nov 25 14:45:54 CST 2014,14.9502680,120.8889113
1099,jane_jane_jane_,pba stars celebrities and excite cares united as one for a cause ! # superteamexcite # benefit # yolanda … http : / / t.co / kulxhmqhln,Mon Nov 25 15:32:51 CST 2014,14.5739230,121.0627991
1101,spoiiderman,“ @ superstarmarian : welcam to d pilipins @ aliciakeys ! i herd u fed d victims of yolanda ! did u giv them bbq ? # grillonfire ” ? ? ? ? ? ?,Mon Nov 25 17:34:43 CST 2014,14.6542041,121.0270938
1102,Arrianejoiee,volleybells campaign for the yolanda victims &quot; iisang team tayo &quot; : ) https : / / t.co / 3boismtqst,Mon Nov 25 18:05:28 CST 2014,14.6015612,120.9991328
1104,itsmechapfika,thats y i dont want to watch any news still heartbreaking watching about yolanda tragedy ! ! !,Mon Nov 25 18:52:02 CST 2014,14.6909699,121.0826147
1105,patrick_cangcs,dana bat na yolanda classroom namin,Mon Nov 25 18:55:23 CST 2014,15.1144033,120.5928966
1106,MTongsonJ,ng dahil kay wally bayola at kay chito miranda nabuo ang yolanda hahahaha,Mon Nov 25 18:55:59 CST 2014,14.6675554,121.1088958
1107,VaNiTy02HpLar,@ jasonlacson hahaha donate mo nlng sa mga nasalanta ng yolanda yan pre,Mon Nov 25 19:07:36 CST 2014,14.7108201,120.9473022
1108,rjcardenal,movie night for a cause ! proceeds will be donated to the victims of typhoon yolanda # catchingfire # typhoonyolanda,Mon Nov 25 19:14:45 CST 2014,14.5495199,121.0300681
1109,TammyDiquiatco,@ joannaampil # theartofjoy # starsofjoy # benefitconcert # yolandavictims # trinoma # ayalamalls http : / / t.co / xfwovzxufc,Mon Nov 25 19:17:41 CST 2014,14.6384999,120.9743207
1110,apraudite,will sing on sat at school for the victims of yolanda,Mon Nov 25 19:19:53 CST 2014,14.5507014,120.9986929
1111,peachyvg,@ mykapalaran lucky you ! wanted to watch but i thought the ticket prize cud go to # yolanda victims . maybe nxt time !,Mon Nov 25 19:21:53 CST 2014,14.7032688,121.1045508
1112,TammyDiquiatco,@ joannaampil bravo ? ? ? # theartofjoy # starsofjoy # benefitconcert # yolandavictims # trinoma # ayalamalls http : / / t.co / khoi0kzlzf,Mon Nov 25 19:31:41 CST 2014,14.6385509,120.9743538
1114,enjoson,4get not d victims of zamboanga crisis bohol lindol yolanda d goccs epal bonus ampatuan masaker &amp; dap / ty manny 4 d violent entertainment ?,Mon Nov 25 19:52:57 CST 2014,14.6421252,121.0371206
1115,baby0811,@ judzki what team activity ? d # yolandaph victims are waiting for @ jcy18 in # tacloban . any pba team &apos;s shouldn &apos;t be above its &apos; public ! # mytake,Mon Nov 25 21:01:08 CST 2014,14.5709486,121.0469096
1117,Paulmeisters,our love for yolanda victims . ? # villamor # volunteers @ paf grandstand http : / / t.co / rqoy6udunc,Mon Nov 25 21:32:44 CST 2014,14.5172840,121.0259650
1118,MIKEYDOOOMZ,@ duyanaquinna na yolanda ako sa odds : ( (,Mon Nov 25 21:35:33 CST 2014,14.4556343,121.0043077
1121,anneco13,zumba for a cause # smsanfernando _ pampanga # yolanda # zumbafitness # fundraising @ sm san fernando downtown http : / / t.co / z1kgpkzsj5,Mon Nov 25 21:46:50 CST 2014,14.6051998,120.9824423
1122,stella091006,1st milktea after typhoon yolanda ! nyahahaha ! na-miss ko to ? ? ( at @ aganteaph w / @ richardlei539 ) http : / / t.co / feb3ippews,Mon Nov 25 21:55:42 CST 2014,14.5523798,121.0200799
1123,martinez_ice,interview video : @ francislibiran # metrowearicon # fashionforacause # yolandaph # reliefph @ izapsalmist … http : / / t.co / tloefi9v6r,Mon Nov 25 22:28:04 CST 2014,14.5812992,121.0571051
1124,iammilletski,this girl is on fire . ? ? ? beautiful gesture . ? ? ? ? @ aliciakeys # aliciakeysinmanila # yolandaph … http : / / t.co / om1ehs9nri,Mon Nov 25 22:43:25 CST 2014,14.5190986,121.0251584
1125,EMagsipoc,while there &apos;s life there &apos;s hope . # standup # typhoonhaiyansurvivors # leyte # tacloban # yolanda # help @ … http : / / t.co / zccmgrtgoa,Mon Nov 25 22:52:14 CST 2014,14.5208284,121.0141266
1130,klickkiddo,# allstaralloutparasapinas a # basketball for a # cause for the # yolandaph victims . # haiyan … http : / / t.co / lbmp1sueya,Tue Nov 26 00:38:03 CST 2014,14.5738993,121.0625640
1132,biatster,@ philredcross i sent a message on fb re : help for yolanda. if you have time pls check ? thanks,Tue Nov 26 03:26:12 CST 2014,14.5613420,121.0210852
1133,Eugeline,to help victims of yolanda survive i think other than building houses we should also start donating plant seedlings and planting trees,Tue Nov 26 05:07:19 CST 2014,14.9548519,120.9189961
1134,Jejepc,i told myself i will # hug you when i see you after # yolandaph coverage . welcome back # atomaraullo ! ! ! … http : / / t.co / ze7iong8ww,Tue Nov 26 07:38:05 CST 2014,14.6397285,121.0365486
1135,veejay_vhey,ilagay nyo sarili nyo sa kalagayan ng mga tao na nasalanta ni yolanda ? ! ahh lam ko na mgiging xmas bonus yan ng politicians ! # bangonpilipinas,Tue Nov 26 07:42:49 CST 2014,14.1926022,121.1657059
1136,arnexism,together as one . # yolandaph # haiyan # reliefph # philippines @ rouge photo studio http : / / t.co / cyxzuwuhif,Tue Nov 26 09:28:37 CST 2014,14.5887626,121.0612708
1137,PatGGamboa,@ akosikoyote nakapag raise kasi ang company ng almost 10m for the typhoon yolanda thru auction salary deduction food stubs and xmas balls,Tue Nov 26 09:40:31 CST 2014,14.6315818,121.1146638
1138,terong0918,@ msrheasantos where can i get the gma t-shirt for yolanda victims ? thanks .,Tue Nov 26 10:38:33 CST 2014,14.6271532,121.0469662
1139,Murcquiola,@ nirvanatime @ vitaregine sino sino ? diba na yolanda ang bora ?,Tue Nov 26 12:07:05 CST 2014,14.6035793,121.0685475
1141,RSerador,the country &apos;s best artists for # francislibiran # metrowearicon # fashionshow for # yolandaph # reliefph @ … http : / / t.co / xeyx3vb2tz,Tue Nov 26 12:37:54 CST 2014,14.6176613,120.9899671
1142,ardeeRMT,@ joyce _ dpm teka wla na si yolanda diba ? lol i cant promise . if im there im there . lol miss you kermit .,Tue Nov 26 15:02:06 CST 2014,14.8496997,121.0475733
1146,joeypreyes,i am one of 7 speakers in the kickoff event of # weareone # leadership # redcross # yolanda # 13thjpmapnc http : / / t.co / zqe0mokevb,Tue Nov 26 16:13:41 CST 2014,14.4702943,121.0300783
1147,pinkystel,gusto ko makipag friend dun sa new student na nasalanta ng bagyong yolanda ?,Tue Nov 26 18:04:27 CST 2014,14.6529064,121.0278383
1150,medrianne94,ang dmi &apos;ng prob &apos; ni pangulong aquino adyn ung pdaf nsala &apos;nta ni bagyong yolanda @ tweet,Tue Nov 26 19:40:55 CST 2014,14.6206037,120.9946036
1152,jepay2,bravo to our aeta brothers who &quot; gives back &quot; by donating crops and their savings to yolanda victims . @ 24 _ oras # 24oras ? ? ?,Tue Nov 26 19:51:08 CST 2014,14.5805583,121.0471886
1154,RMLGutierrez,bait naman nung mga aeta kahit kapos nag donate parin sila sa mga nasalanta ng yolanda,Tue Nov 26 19:55:04 CST 2014,14.5616303,120.9947992
1155,forkandvinz,@ pengweeen patay na si sherwin . nasalanta na ni yolanda # jk,Tue Nov 26 19:55:57 CST 2014,14.4184367,120.9529985
1158,rgig_up,@ asifaahmad love it ! galing po ninyo . maraming salamat sa mga tulong ninyo sa mga yolanda victims !,Tue Nov 26 20:28:03 CST 2014,14.7004386,121.0657515
1159,joevincentpadre,harsh ng bir . sana hayaan na lang muna si rep . @ mannypacquiao tumulong sa yolanda victims . gusto lang nila ng balato . @ dzmmteleradyo # sro,Tue Nov 26 20:31:17 CST 2014,14.6430770,121.0507439
1162,nathanity05,a benefit concert for the # victims of # typhoonyolanda # yplanda # haiyan godbless all the people who … http : / / t.co / nx5eiho1mt,Tue Nov 26 21:56:14 CST 2014,14.6464168,121.0991464
1164,taeminish,@ lammonayan instead of having fireworks display they &apos;ll be donating the money to the victims of yolandarr,Tue Nov 26 22:15:38 CST 2014,14.7353570,120.9916864
1167,bhaxziree,@ bandila # yolandavictims i feel sad 4d mother who asked for help to her daughter .. for d daughter .. its tym to return the love to ur mother .,Tue Nov 26 22:59:23 CST 2014,14.7219336,121.0274878
1168,kaiwoonx,@ renosauruss hahaha sa special topics tungkol sa typhoon yolanda at sa pinanood namin .,Tue Nov 26 23:18:41 CST 2014,14.5970181,120.9916449
1169,kaiwoonx,@ renosauruss ay ngayon ko lang to nabasa orz haaha yups kaso icocompare namin yung yolanda sa pinanood naming movie . yung the day after tom,Tue Nov 26 23:33:57 CST 2014,14.5962601,120.9907249
1170,SammieAkeyknow,@ itsbabyza bebe ! babalik si yolandaaa . hahah . jokeeeee . : p,Wed Nov 27 00:13:03 CST 2014,13.9390792,121.1652853
1171,P_terWorldPeace,dararatda dati ? happy birthday 3rdyr president more _ ressa hahaha .. buti nalang di nasira ni yolanda at … http : / / t.co / 80s9uhxtwd,Wed Nov 27 00:59:11 CST 2014,14.3251401,121.1096862
1174,jacquemanabat,ndrrmc as of 6am : dead : 5 500 injured : 26 136 missing : 1757 ( increase is from region 8 ) # yolandaph,Wed Nov 27 06:25:32 CST 2014,14.6781788,121.0330075
1175,tingIbanez,hi my cousin claudette is a yolanda survivor from tacloban city &amp; she wants a makeover for her job application here in manila . @ davidsalonph,Wed Nov 27 06:48:09 CST 2014,14.4816447,120.9778530
1176,iamAJGutierrez,way to go @ rihanna unicef # thereafterhaiyan # philippines # rihanna # unicef # yolandaph # tagsforlikes … http : / / t.co / nagqow1waz,Wed Nov 27 07:03:43 CST 2014,14.5610014,121.0154035
1181,jaceraval,# microfinance can greatly help our # yolandaph survivors get back on their feet .,Wed Nov 27 10:13:32 CST 2014,14.5622692,120.9874850
1183,jadeaven,atomic train movie ! ! ! omg ! ! ! parang typhoon yolanda lang ang peg ...,Wed Nov 27 12:41:11 CST 2014,14.5842344,121.0489572
1184,karieperez,kawawa naman yun bagets may phobia na sya sa ulan ....... # yolandavictims,Wed Nov 27 13:00:38 CST 2014,14.5173141,121.0264318
1185,LorenzoDionisio,benta benta ng yolanda shirts ! : ) ( @ st. raymund de peñafort bldg. w / 2 others ) http : / / t.co / dzhdofgocl,Wed Nov 27 13:02:04 CST 2014,14.6111594,120.9890413
1186,jenchajencha,rihanna donated money for the victims of yolanda. pag eto binulsa nanaman ng gobyerno papasabugin ko mga bungo nila. hahaha huhuhu,Wed Nov 27 13:55:45 CST 2014,14.6105814,120.9919520
1187,dementedboi_mla,@ qcredcross saan nyo tinago mga relief para sa yolanda ? ? kapal ng mukha nyo ibenta mga tubig n donation at mga expired n pagkain ..,Wed Nov 27 14:09:57 CST 2014,14.6300410,121.0280066
1188,baby0811,this is great @ rihanna ! ! ! ? thank you ! ! ! ? # yolandaph # yolandavictims # filipinochildren # rihanna … http : / / t.co / mu1zdokkpq,Wed Nov 27 14:15:10 CST 2014,14.5530756,121.0218394
1191,chestmark,happening now # musicthatmoves come everyone ! benefit concert for # yolanda # haiyan nbc tent @ nbc tent http : / / t.co / rgtodzn16s,Wed Nov 27 14:43:41 CST 2014,14.5488657,121.0492458
1193,liezlmami,@ richpinlac cfm time ... finally will listen to cfm after yolanda ... went to leyte to bri ng my family here ... they too r victims of d yphoon ...,Wed Nov 27 16:10:52 CST 2014,14.6274627,121.0526850
1194,LadyAgaaa,tulong na tabang na . sagip kapamilya relief ops with the prod team hehe # yolandaph @ abs-cbn warehouse http : / / t.co / i2k7rs0dry,Wed Nov 27 16:15:49 CST 2014,14.7051780,121.0590150
1195,LadyAgaaa,tulong na tabang na tayo na ! sagip kapamilya relief ops with the prod team hehe # yolandaph @ abs-cbn … http : / / t.co / ghesatjukx,Wed Nov 27 16:19:48 CST 2014,14.7051780,121.0590150
1196,chestmark,sharing what you are for a cause # musicthatmoves # bangonbayan # photographer # haiyan # yolanda @ nbc tent http : / / t.co / bbsstsovgk,Wed Nov 27 17:57:34 CST 2014,14.5488657,121.0492458
1197,lialim19,@ princessjhy21 uhmm diko rin alam eh . haha basta ata something related sa nangyari during typhoon yolanda.un ata haha @ kimxi _ drea @ xgenie28,Wed Nov 27 18:29:13 CST 2014,14.2960570,121.1152147
1199,bmchanyungco,congratulations @ loyva88 @ aiai _ star for this # yolandaph event ! # musicthatmoves ftw ! ! ! @ nbc tent http : / / t.co / els7sy4riu,Wed Nov 27 20:43:36 CST 2014,14.5488657,121.0492458
1200,cgxange,hey darling friday please . @ paudcn yung hug ko sayo kanina my ibig sabihin tlga . muntik na magyolanda sa smd kanina ! haaay - ... -,Wed Nov 27 22:18:43 CST 2014,14.4116027,120.9265203
1204,soshaneeebright,kumanta lang ako kanina yolanda part 2 daw ? grabety . haha,Wed Nov 27 22:56:09 CST 2014,14.6574394,120.9711935
1205,DarkblueAd,ok . it &apos;s admirable we &apos;re moving survivors of # yolanda out of visayas . but # seriously into manila ? ? ? what happens next ?,Wed Nov 27 23:09:41 CST 2014,14.5279217,121.0637843
1206,itsmegerriejoy,@ eliah02 sosy my friend oy ! larga2x nalang. yolanda aftermath na. haha,Wed Nov 27 23:38:03 CST 2014,14.6993376,121.0663442
1208,toffernoveda,@ wayneshotss nauna pa bumilis internet dto sa liliw kesa sa nagcarlan. simula pa nung yolanda .,Thu Nov 28 01:57:40 CST 2014,14.1329792,121.4329201
1209,TereGonzales,pasko na sa entrada ng himpilan # givelove # samahangmalalamigangpasko # whitechritmas # rememberyolanda @ … http : / / t.co / d4mlpbkblf,Thu Nov 28 06:00:09 CST 2014,14.5658068,121.0458505
1211,ElenaBordios,# begin by morissette amonhandog para sa yolanda victim # mcaofvisayas concert .. @ amor _ music grabe ang galing mo tlga https : / / t.co / k7efghznnn,Thu Nov 28 08:36:05 CST 2014,14.5591887,121.0869456
1212,aliasroswell,uefa tribute to the # philippines victim of # haiyan # yolandaph @ evangelista makati city http : / / t.co / pmigh19ve4,Thu Nov 28 09:03:45 CST 2014,14.5409361,121.0113937
1213,theograce,medical mission for yolanda &apos;s typhoon victims . philippines pediatric society inc . ( at villamor airbase ) &#91; pic &#93; — https : / / t.co / fcq0jlxfjp,Thu Nov 28 09:53:48 CST 2014,14.5206100,121.0270400
1214,joshgandaako,@ nielsendonato @ ferdzrecio ahh . dun po kase kmi nagtour last sat &amp; sun . then nkita nmin siya they helping for the victims of yolanda : ),Thu Nov 28 10:41:03 CST 2014,15.1766688,120.5969523
1215,AKMYap,happy to help repacking the goods for the yolanda victims . # volunteer # blessed @ dswd national … http : / / t.co / 7rizg3q56h,Thu Nov 28 12:03:54 CST 2014,14.5135150,121.0042643
1217,baby0811,wow thank you # uefa ! ! ! # yolandaph # tacloban # samar # visayas # philippines @ makati city hall http : / / t.co / d6gi48oosq,Thu Nov 28 12:45:14 CST 2014,14.5701680,121.0269785
1219,khunBrianKiefer,come and support us . u can hug me and 68 other guys to help the # yolanda survivors . # bonifacio # high … http : / / t.co / 4962hkcbaw,Thu Nov 28 16:59:58 CST 2014,14.5504735,121.0513520
1220,Rbasty,gusto ko ulitin ito carl and ish ? # volunteer for # yolanda &apos;svictim @ dswd http : / / t.co / jbbxin72yq,Thu Nov 28 17:35:13 CST 2014,14.5675030,120.9939686
1221,MaNiicole,naiyak ako don sa ginawang video para sa bagyong yolanda : (,Thu Nov 28 17:46:49 CST 2014,14.7446332,121.0090911
1222,ItsRyaaaaan,uy gago yung christmas card pa nga pala para sa yolanda drive idk fml,Thu Nov 28 19:22:32 CST 2014,14.6962913,121.0245482
1223,j9arguelles,delivery lang ng &quot; abscbn yolanda shirt &quot; pa vip pa ? hindi pwede guard mag receive ? or dapat may letter ? ! anoyan credit card ? ! ? ! ? ? ? ?,Thu Nov 28 19:39:14 CST 2014,14.7103044,121.0518178
1226,cutie_jho,# bangonpinas # yolandaph # baclaranchurch @ national shrine of our mother of perpetual help http : / / t.co / 0nfskwa2vo,Thu Nov 28 20:24:46 CST 2014,14.5313292,120.9947705
1227,Imjazminsanchez,filipino beliebers are celebrating because justin will gonna help the victims of typhoon yolanda and this will shut the haters and media ?,Thu Nov 28 20:29:22 CST 2014,14.5636373,121.0100283
1228,fatimamanabat,@ teamdhayrocks : hayeeep talaga to c julianna. dapat inanod nato sa super typhoon yolanda sa tacloban eih .. hahhahahah,Thu Nov 28 21:15:07 CST 2014,14.3151810,121.0340483
1229,pizzarana,@ chiiichihara @ celinebormate patangay mo yun kay yolanda,Thu Nov 28 21:59:11 CST 2014,14.5655143,120.9944972
1230,mayurquia,gwapo ka sana kaso mas matindi pa kay yolanda ung pagka mahangin mo .,Thu Nov 28 22:40:44 CST 2014,14.3908028,120.9819187
1231,DavidPogee,sana maging patas yung bir . masyado nilang ginigipit yung mga tao . pano naman yung mga nasalanta ng yolanda ? kawawa naman ang mga tao .,Thu Nov 28 22:49:54 CST 2014,15.1344651,120.5917211
1232,KYUtoes,legit crying. a young exo stan was among the casualties of yolanda. she was kris biased . t _ t,Thu Nov 28 23:03:29 CST 2014,14.7270252,120.9616072
1233,lisharagurats,@ jessajanetapong sana dinala na siya ni yolanda .,Thu Nov 28 23:21:43 CST 2014,14.5431221,121.0138273
1235,chinity15,yolanda moon ? ? @ yolandamoonsays @ ronac art center-basketball court http : / / t.co / jyov3rflfx,Fri Nov 29 00:22:46 CST 2014,14.6072796,121.0372811
1236,anwarcatapang,benefit show at mario &apos;s kitchen lukemejares bigbouymusic # lukemejares # benefitshow # yolanda @ mario &apos;s … http : / / t.co / ur1k20k74o,Fri Nov 29 01:07:19 CST 2014,14.5830834,121.0629278
1238,itszmeHarry,mga wala talagang magawa . mano tumulong na lang sa mga yolanda victim # annoyed # textscam @ gmanetwork @ gmanews http : / / t.co / puftdmnwoa,Fri Nov 29 08:41:54 CST 2014,14.6481635,120.9513478
1240,ObiJuanLorenzo,regaled by officemates with stories of past christmas parties with different themes . none this year in view of # yolanda . worthy sacrifice .,Fri Nov 29 09:40:22 CST 2014,14.5230786,121.0007905
1241,blueblueblueME,@ masarapnagraham yup tpos ung piso na sukli idonate sa yolanda victim o edi nakatulong pa sila,Fri Nov 29 09:45:31 CST 2014,14.5616854,121.1466501
1242,amerierosed,buy a bear . heal a child . ? # shareyourblessings # children # yolanda # christmas # timetogiveback @ nac tower http : / / t.co / qoatgadyqx,Fri Nov 29 10:38:39 CST 2014,14.5530546,121.0514236
1243,MichaelPecson,a veces me da asco filipinas ... utilizar el tifon yolanda para hacer publicidad con los partidos de aqui ...,Fri Nov 29 11:24:49 CST 2014,14.1167958,120.9069465
1244,katholigores,rebuilding the nation one burger at a time . hungry ? come to # cookouttohelpout # burgersforyolanda at … http : / / t.co / mlqkwlgvtu,Fri Nov 29 11:36:04 CST 2014,14.5647268,121.0362911
1246,lizbrosas,# burgersforyolanda # rockwell @ plaza drive http : / / t.co / btyfevrfaq,Fri Nov 29 13:00:40 CST 2014,14.5616460,121.0328340
1247,katholigores,beef cake ! ! @ nekkidchef is a burger machine at # cookouttohelpout # burgersforyolanda # yolandaph at … http : / / t.co / pyzbu1biqz,Fri Nov 29 13:22:23 CST 2014,14.5647268,121.0362911
1249,swish_flick,cook out to help out happening at rockwell powerplant mall plaza drive . # burgersforyolanda @ power … http : / / t.co / aedaao8exi,Fri Nov 29 13:50:04 CST 2014,14.5647268,121.0362911
1250,mowrreau,isang matinding hagupit na mas malakas pa sa bagyong yolanda / haiyan . # lifeissounfair,Fri Nov 29 13:50:25 CST 2014,14.6575544,121.0200964
1251,bhadzCARL,help for # yolandaph # tulongph : ),Fri Nov 29 14:10:08 CST 2014,14.5520309,121.0265401
1252,ahleleee,run for a cause for our minamahal na kababayan . # yolandaph # 10k # funrun # run # lindeph # seipi @ linde … http : / / t.co / synutfmqwh,Fri Nov 29 14:36:44 CST 2014,14.5999334,121.0782669
1253,NinMinaj,jail bail yolanda for a cause ! ( @ st. paul university manila ) http : / / t.co / alj9zzratl,Fri Nov 29 15:07:56 CST 2014,14.5742062,120.9860105
1254,BadGalRirika,@ thurexclamado @ destapales sampung yolanda ang dala hahahaha,Fri Nov 29 15:22:39 CST 2014,14.5913839,121.0090397
1255,YouveGotMELL22,our share ! we volunteer ! # yolandaph # forthephilippines # dswd # help # share @ villamor airbase gym http : / / t.co / 4hurnp6wqj,Fri Nov 29 15:54:14 CST 2014,14.5186176,121.0216362
1257,mae_leyva,please have a moment of silence for every prayer you say for the victims of typoon &quot; yolanda &quot; # yolandaph # tulongph,Fri Nov 29 17:37:18 CST 2014,14.5923730,121.0108890
1258,pherbvheen,@ holyxmark mmm daming friend aa . sana matuloy for the victims of yolanda for sure nmn mraming manunuod nun .,Fri Nov 29 18:43:51 CST 2014,14.5609930,121.0174383
1259,angelojames03,( half ) filipino para sa filipino charity show for the yolanda victims ? ? .. join u .. let &apos;s help our … http : / / t.co / rgjlyem9ev,Fri Nov 29 18:48:51 CST 2014,14.5467617,121.0549250
1260,padialover,our donation box ... # yolandaproject @ music museum http : / / t.co / 1hq2xiydfh,Fri Nov 29 19:08:20 CST 2014,14.6023762,121.0513115
1261,_heyfaye,@ jenice _ amoroso oo siguro nanira na parang yolanda satin shet kapit bisig huehue,Fri Nov 29 19:11:26 CST 2014,14.8232997,121.0762684
1262,edwinlazoco,filipino para sa filipino # fashion # yolanda # smaura # samaunghall # filipinofashionindustry @ sm aura … http : / / t.co / ltse8p4g21,Fri Nov 29 19:35:51 CST 2014,14.5463410,121.0543950
1263,Polarbearjane,thankyou jane - sarap pakinggan galing sa mga survivor ng bagyong yolanda : ) @ villamor airbase pasay … http : / / t.co / iiwj8tqkpu,Fri Nov 29 19:38:53 CST 2014,14.4518532,120.9704234
1265,xljromerox,3-0 alay para sa mga nasalanta ng yolanda .,Fri Nov 29 20:08:56 CST 2014,14.5794727,121.1066276
1268,tm_delacruz,@ philyanghasban aww shet yolanda &apos;s back hahahahahaha : p,Fri Nov 29 21:06:09 CST 2014,14.5825152,121.0910959
1269,haloJEANNEs,matagal kong pinangarap maging bracket e2 ! ! ! at sa isang iglap pwede ko ma avail un ! # yolandavictim,Fri Nov 29 21:41:43 CST 2014,14.1648464,121.2447513
