date,question,text,tweetid,userid,username
 Wed Dec 05 04:15:13 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, VIDEO: PDRRMC: 6 patay sa Davao Oriental dahil sa bagyong #PabloPHhttp://t.co/JUlmhhWZ,2.76E17,39452003, SAKSI
 Wed Dec 05 04:16:05 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Patuloy kaming naghahatid ng tulong.Bukas ang aming tanggapan sa mga nais magambag  http://t.co/ox1jVg1F #PabloPH #ReliefPH #TulongKapatid,2.76E17,594684530, alagangkapatid
 Wed Dec 05 04:17:30 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @ANCALES: Forecast track for #PabloPH  http://t.co/Avet9jmY,2.76E17,89407779, misterlluch
 Wed Dec 05 04:17:42 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, 77 dead as #PabloPH weakens http://t.co/1IOcOjCd  -@PhilStarNews (@Earl1901) -@umcphlNewsTeam http://t.co/lbOMI3Eb,2.76E17,79995671, Earl1901
 Wed Dec 05 04:08:07 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH http://t.co/Otj0L291,2.76E17,200803242, Faberdudette
 Wed Dec 05 04:19:23 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, I'm not alarmist...st echoing PAGASA saying #PabloPH is stronger than Sendong. -NDRRMC Usec Ramos via... http://t.co/aoUeALAu,2.76E17,79995671, Earl1901
 Wed Dec 05 04:18:33 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @katiefiery: Here's a page created by google to help locate missing people #PabloPH http://t.co/HFelzZJ6,2.76E17,78586343, theradical96
 Wed Dec 05 04:19:48 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Typhoon Pablo Aftermath in https://t.co/aXWhHG6g #PabloPH,2.76E17,517841262, wolframworks
 Wed Dec 05 04:21:10 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/OcUqehkx #PabloPH #Bopha,2.76E17,51030562, newsbreak_ph
 Wed Dec 05 04:21:22 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @rapplerdotcom: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/AaFGx8x5 #PabloPH #Bopha,2.76E17,162909247, martsmartinez
 Wed Dec 05 04:22:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, JUST IN: Latest #PabloPH update from @dost_pagasa http://t.co/FbFucxQh,2.76E17,15448383, inquirerdotnet
 Wed Dec 05 04:22:55 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Typhoon Pablo: Storm Signal Warnings check here and be updated http://t.co/KTXxeapH #PabloPH,2.76E17,247558319, katiefiery
 Wed Dec 05 04:22:26 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, updated - @rapplerdotcom: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/JgZdlFRt #PabloPH #Bopha,2.76E17,33187774, dearscarjames
 Wed Dec 05 04:22:57 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Typhoon #Bopha cuts a destructive swath across #Mindanao Island killing dozens http://t.co/5qhPsAT7 #Philippines,2.76E17,225618759, kishkafka
 Wed Dec 05 04:23:53 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, @WorldVisionPH #PabloPH Davao City is back to its busy routine after Pablo's stokes http://t.co/rIP6afxd,2.76E17,632177237, ethelveraP
 Wed Dec 05 04:24:38 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @newsbreak_ph: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/qsekek4D #PabloPH #Bopha,2.76E17,152941097, mayenjuico
 Wed Dec 05 04:25:41 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Google crisis response map and person finder for typhoon Pablo: http://t.co/PKQvRb4Y map: http://t.co/KOTRPKGy #PabloPH,2.76E17,48908129, RoseMananghaya
 Wed Dec 05 04:26:39 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PABLOPH If you're looking for someone who's missing or have info abt someone who's lost. Google has its PersonFinder http://t.co/7gmlJ3NE,2.76E17,29186127, 0hMj
 Wed Dec 05 04:18:47 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @ninaestella12: @puchi_puch @sunstarcebu @cebudailynews This is what #PabloPh done to our place. Boljoon Cebu.-ct to the owner http ...,2.76E17,218153815, puchi_puch
 Wed Dec 05 04:27:01 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Pray for the Philippines #pabloph #prayers #bopha http://t.co/S8x673iS,2.76E17,56053336, iwantlawrence
 Wed Dec 05 04:28:17 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Omg. Mamilo nasad mi karon. Hahaha. Kapoy kaayo! #PabloPH http://t.co/JpA118zR,2.76E17,263473338, nikabebeh
 Wed Dec 05 04:30:43 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @HumanityRoad: #PabloPH #street #details flooded street and shops #loc Monkayo  #pic http://t.co/GnqLAYeh #time 6:05 am #src @iamNYLR ...,2.76E17,368700798, kiiitbv
 Wed Dec 05 04:31:52 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @ethelveraP: @WorldVisionPH #PabloPH Davao City is back to its busy routine after Pablo's stokes http://t.co/rIP6afxd,2.76E17,19640749, WorldVisionPH
 Wed Dec 05 04:30:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @newsbreak_ph: 'Pablo:' 82 dead; 77 missing in ComVal http://t.co/9jqm3tyS #PabloPH #Bopha,2.76E17,272883888, larrynuy
 Wed Dec 05 04:33:37 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [ via @dost_pagasa ] At 11:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @130km Northeast of Puerto... http://t.co/dn4btwnQ,2.76E17,32726264, UNTVweb
 Wed Dec 05 04:33:23 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #Philippines: le typhon #Bopha fait au moins 82 morts http://t.co/bXi20QnL,2.76E17,55009880, CanoeNouvelles
 Wed Dec 05 04:33:48 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Aux #Philippines le #typhon #Bopha a fait au moins 82 morts et 21 disparus  http://t.co/ZGwjJsOe via@RFI,2.76E17,17400083, marcpaca
 Wed Dec 05 04:34:42 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, WEATHER UPDATE: Temperatures and conditions for VISAYAS http://t.co/hNLv5fEZ #PabloPH,2.76E17,710253006, PinoyWeather
 Wed Dec 05 04:34:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, WEATHER UPDATE: Temperatures and conditions for MINDANAO http://t.co/48EO5iwL #PabloPH,2.76E17,710253006, PinoyWeather
 Wed Dec 05 04:34:34 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," Check out ""Typhoon Pablo Aftermath"" on Vimeo http://t.co/BidaCU1h #pabloPH",2.76E17,517841262, wolframworks
 Wed Dec 05 04:35:08 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, CRS staff responding in 4 separate areas of Mindanao after Typhoon #Bopha #PabloPh. My contact details for media: http://t.co/tmaufNlI,2.76E17,15688467, jenhardy
 Wed Dec 05 04:26:59 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Dumaguete Port. :( #PabloPH http://t.co/TeWOVYeq,2.76E17,150230799, weenamarie
 Wed Dec 05 04:35:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, UPDATE: Forecast track for #PabloPH http://t.co/7PUw2XPv,2.76E17,710253006, PinoyWeather
 Wed Dec 05 04:34:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @UNTVweb: [ via @dost_pagasa ] At 11:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @130km Northeast of Puerto... http:// ...,2.76E17,924762218, iAtrchy
 Wed Dec 05 05:20:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @GawadKalingaHQ: For those that want to help we accept cash donations online bank deposit. Details here: http://t.co/EAUS9pGD  #PabloPH,2.76E17,284360909, karlangel_rocks
 Wed Dec 05 04:38:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PinoyWeather: UPDATE: Forecast track for #PabloPH http://t.co/7PUw2XPv,2.76E17,72501971, marlou07
 Wed Dec 05 04:39:07 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PinoyWeather: WEATHER UPDATE: Temperatures and conditions for VISAYAS http://t.co/hNLv5fEZ #PabloPH,2.76E17,72501971, marlou07
 Wed Dec 05 04:39:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PinoyWeather: WEATHER UPDATE: Temperatures and conditions for MINDANAO http://t.co/48EO5iwL #PabloPH,2.76E17,72501971, marlou07
 Wed Dec 05 04:40:34 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Heavy duty shoes for heavy duty lapok. #PabloPH #Aftermath http://t.co/3Sejwxm2,2.76E17,198036946, LrmnTtsMnl
 Wed Dec 05 04:41:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @CanoeNouvelles: #Philippines: le typhon #Bopha fait au moins 82 morts http://t.co/bXi20QnL,2.76E17,133463538, fannycharron
 Wed Dec 05 04:42:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, (UPDATE) Patay sa New Bataan ComVal dahil kay #PabloPH 66 na; state of calamity idineklara http://t.co/2gB2iKFT http://t.co/2Z2N1agx,2.76E17,92174767, DZMMTeleRadyo
 Wed Dec 05 04:44:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @inquirerdotnet: JUST IN: Latest #PabloPH update from @dost_pagasa http://t.co/FbFucxQh,2.76E17,15393169, JaysonNg
 Wed Dec 05 04:45:27 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, (UPDATE) 'Pablo' hits northern Palawan slows down http://t.co/9yVr3TKj #PabloPH #Bopha,2.76E17,330826792, rapplerdotcom
 Wed Dec 05 05:20:21 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Standing strong pa rin ang SPC Christnas Tree despite ze #PabloPH phenomenon kahapon. #givesmehope #davao #i http://t.co/e1Q24zSW,2.76E17,90861871, emuhleetheBEE
 Wed Dec 05 05:20:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Photo: Standing strong pa rin ang SPC Christnas Tree despite ze #PabloPH phenomenon kahapon. #givesmehope... http://t.co/P7fvXyxs,2.76E17,90861871, emuhleetheBEE
 Wed Dec 05 05:21:23 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH #CEPALCO: still no electricity for the longest time. (@ Golden Glow North Village) http://t.co/2mSaKsxW,2.76E17,14204778, gracegal
 Wed Dec 05 05:21:33 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Solar panel charger set saved the berry for the day c/o my NZ neighbor. #pabloPH #thankyouLord http://t.co/XMqIio7X,2.76E17,961661964, ThePedrookie
 Wed Dec 05 05:24:23 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, PAGASA-DOST: At 12:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @135... http://t.co/fK508Fjx,2.76E17,632688325, phildoxcom
 Wed Dec 05 04:57:24 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, A dog named Sendong and other 'Pablo' images #PabloPH http://t.co/jHmEwxBY,2.76E17,15872418, ABSCBNNews
 Wed Dec 05 04:56:40 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Ampatuans take advantage: save on body disposal.  @rapplerdotcom Maguindanao villages submerged http://t.co/JuPQMIgy #PabloPH #Bopha,2.76E17,14730798, leiron
 Wed Dec 05 04:59:40 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @leiron: Ampatuans take advantage: save on body disposal.  @rapplerdotcom Maguindanao villages submerged http://t.co/JuPQMIgy #Pabl ...,2.76E17,18621048, Loverboy__10
 Wed Dec 05 04:57:33 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, (Updated) Philippines typhoon toll rises. #Bopha  http://t.co/EL0BQPPH,2.76E17,73452506, EdJoyce
 Wed Dec 05 04:58:41 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @dyosang_UBE:  @ABSCBNNews: Help for #PabloPH victims: Cashgoods can be dropped at @ABSCBN Sagip Kapamilya (cont) http://t.co/9Harr8ID,2.76E17,102847974, nayrjade
 Wed Dec 05 04:59:20 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, PHOTO: Mga nasirang bahay dahil inanod ito ng lakas ng ulan at hangin dala ni #PabloPH Monkayo Compostela Valley. http://t.co/9kR9CBNo,2.76E17,538843820, YouScoopGMA
 Wed Dec 05 05:02:06 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PlanAsia: This was about as bad as #PabloPH / #Bopha got for us in Southern Leyte yesterday (video): http://t.co/DdVQOnNm,2.76E17,19220330, PlanAustralia
 Wed Dec 05 05:04:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [ANCALES] Google steps up crisis response during #PabloPH's onslaught http://t.co/Vawwuf3K,2.76E17,732044208, TheVideoTweets
 Wed Dec 05 05:01:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH victims call out for help: #RescuePH http://t.co/wjAUC5V4,2.76E17,51030562, newsbreak_ph
 Wed Dec 05 05:01:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, The darkness after 'Pablo' http://t.co/vaPJLH1o Cities towns left without power after #PabloPH #Bopha,2.76E17,51030562, newsbreak_ph
 Wed Dec 05 05:03:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH victims call out for help: #RescuePH http://t.co/4KfmPsqQ,2.76E17,157294606, JCSabonsolin
 Wed Dec 05 05:00:57 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, @rapplerdotcom Eerie skies over Coron Palawan before #PabloPH arrival this morning http://t.co/algNjbeg,2.76E17,595046071, Yoyamomi
 Wed Dec 05 05:04:57 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, For those that want to help we accept cash donations online and via bank deposit. Details here: http://t.co/dDNMlSWC #PabloPH,2.76E17,152975564, GawadKalingaHQ
 Wed Dec 05 05:05:15 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, TYPHOON PABLO | #PanahonTV Typhoon Track as of 11:00am. Panoorin ang #PanahonTVExpress kada oras sa PTV. #PabloPH http://t.co/4lOyvbYl,2.76E17,793180483, PanahonTV
 Wed Dec 05 05:09:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Help for #PabloPH victims: cash goods can be dropped at ABSCBN sagip kapamilyaäó_: Itäó»s Moreäó_ http://t.co/5fedSkbi,2.76E17,456286233, MoreFUNinPHIL
 Wed Dec 05 05:12:49 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Philippine Information Agency | Relief supplies for äóìPabloäó� victims adequate äóñ DSWD http://t.co/dIUonBBz via @sharethis@reliefPH#PabloPH,2.76E17,857545177, dswdserves
 Wed Dec 05 05:09:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH Update via DZMM TeleRadyo PAGASA: Signal No.1 äóñ Occidental Mindoro kabäó_ http://t.co/1qI780iF #news,2.76E17,456284528, MoreFUNinPH
 Wed Dec 05 05:09:13 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH Update via DZMM TeleRadyo PAGASA: Signal No.1 äóñ Occidental Mindoro kabäó_: Itäó»s Moreäó_ http://t.co/yM6M5iTM,2.76E17,456286233, MoreFUNinPHIL
 Wed Dec 05 05:10:28 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @CebuFinest: PAGASA äóìPabloäó� Report: Updates as of December 5 2012 (11AM) http://t.co/2RCdpmLC @dost_pagasa #PabloPH #WalangPasok #Ce ...,2.76E17,154259098, flippy0721
 Wed Dec 05 05:09:45 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, PAGASA äóìPabloäó� Report: Updates as of December 5 2012 (11AM) http://t.co/2RCdpmLC @dost_pagasa #PabloPH #WalangPasok #CebuFinest,2.76E17,136935512, CebuFinest
 Wed Dec 05 05:14:31 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, MT @BBCWorld More than 80 people in #Philippines now known to have died in #Typhoon #Bopha http://t.co/QSfEAxre #GlobalWarmingIsReal,2.76E17,16744500, africandobah
 Wed Dec 05 05:11:31 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [ANC] Google steps up crisis response during #PabloPH's onslaught | Watch: http://t.co/Jswk2P47 via YoutubeŒ©,2.76E17,979490221, CheckPHOnline
 Wed Dec 05 05:13:40 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, http://t.co/pqWWHGRc Typhoon #PabloPH #PaulPH O:-),2.76E17,393246371, iamannalope
 Wed Dec 05 05:09:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Help for #PabloPH victims: cash goods can be dropped at ABSCBN sagip kapamilyaäó_ http://t.co/jDE1yd7T #news,2.76E17,456287449, ItsMoreFUNinPH
 Wed Dec 05 05:09:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Help for #PabloPH victims: cash goods can be dropped at ABSCBN sagip kapamilyaäó_ http://t.co/UOrhwOnZ #news,2.76E17,456284528, MoreFUNinPH
 Wed Dec 05 05:16:39 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Sewing my own coin purse during #PabloPh http://t.co/Jw1QUUMd,2.76E17,80023808, elyza_2696
 Wed Dec 05 05:17:36 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Waiting for 'Pablo' by @boncabiles http://t.co/xizCFma5 via @rapplerdotcom #PabloPh,2.76E17,66095013, koolkideco
 Wed Dec 05 05:16:57 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @fmagbanua: Weather is getting better in davao a day after typhoon #pabloph hit davao region  http://t.co/JRcXqUjP,2.76E17,44728980, ANCALERTS
 Wed Dec 05 05:17:15 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @africandobah: MT @BBCWorld More than 80 people in #Philippines now known to have died in #Typhoon #Bopha http://t.co/QSfEAxre #Globa ...,2.76E17,983726060, SEAtoday
 Wed Dec 05 05:17:43 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [MovePH] Waiting for 'Pablo' http://t.co/PY83JdA2 #PabloPH #Bopha,2.76E17,330826792, rapplerdotcom
 Wed Dec 05 05:19:43 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, It's gonna be a good day! #PabloPH just go to hell... :) http://t.co/rUdNG7qR,2.76E17,242535015, nikaylet
 Wed Dec 05 05:17:50 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, heard there're reporters in Palawan: At 12:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @135km (cont) http://t.co/c15SmsAg,2.76E17,736443716, DennisEstopace
 Wed Dec 05 05:23:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @YouScoopGMA: Mga nasirang bahay dahil inanod ng malakas na ulan at hangin dulot ng #PabloPH sa Monkayo Compostela Valley: http://t ...,2.76E17,45097143, audreydomasian
 Wed Dec 05 05:18:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, I shouldn't have opened this :(( Poor dog.  @ABSCBNNews: A dog named Sendong and other 'Pablo' images #PabloPH http://t.co/ROr39JBK,2.76E17,48908129, RoseMananghaya
 Wed Dec 05 05:23:12 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [ via @dost_pagasa ]At 12:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @135km Northeast of Puerto... http://t.co/v6nzqk6R,2.76E17,32726264, UNTVweb
 Wed Dec 05 05:23:44 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, #PabloPH aftermath in Siquijor. http://t.co/7HZiTb58,2.76E17,57618992, jem_villaverde
 Wed Dec 05 05:14:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @redcrossmom: #PabloPH #street #details flooded street and shops #loc Monkayo  #pic http://t.co/Aol4p4y7 #time 6:05 am #src @iamNYLRE ...,2.76E17,70348799, iamNYLREVEB
 Wed Dec 05 05:23:22 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @fmagbanua: Weather is getting better a day after typhoon #PabloPH hit Davao region http://t.co/3nL6Yjci,2.76E17,15872418, ABSCBNNews
 Wed Dec 05 06:16:03 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  äóì@camilleabadicio: #PabloPH aftermath @ Compostela Valley http://t.co/AW0syFN2äó�,2.76E17,349707566, ZEILORM00N
 Wed Dec 05 06:17:48 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Aquino: Rescue evacuees priority after 'Pablo' http://t.co/Mq3tvq5S #PabloPH,2.76E17,330826792, rapplerdotcom
 Wed Dec 05 06:16:15 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @PlanAsia: I cannot imagine the sense of despair says Plan Philippines chief after Typhoon Pablo: http://t.co/hdCrMgFG #PabloPH #Bopha,2.76E17,487280915, gracelynchin
 Wed Dec 05 06:15:44 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @JojoMalig: #PabloPH death toll nears 100 http://t.co/2sRnYzL2 via @ABSCBNNews,2.76E17,26479580, RonCantiveros
 Wed Dec 05 06:19:09 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @DadyChery: #Philippines biggest #typhoon kills >82 many buried under mud http://t.co/b1ehbdHo   @r3port3r #Haiti #Cuba #Bopha  ...,2.76E17,414723372, chereecorbin
 Wed Dec 05 06:20:27 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @JojoMalig: Storm horror in ComVal: 66 dead 200 missing http://t.co/ShMuz8im via @ABSCBNNews #PabloPH,2.76E17,736443716, DennisEstopace
 Wed Dec 05 06:19:18 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @rafiorgph: @hidianaaa Thanks for following us! We hope you could help us spread the word on our relief ops for #PabloPH victims http ...,2.76E17,245160450, hidianaaa
 Wed Dec 05 06:23:50 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet," ""@TVPatrol: All warning signals in Mindanao lifted as #PabloPH weakens |via http://t.co/DYxtQU1f http://t.co/jj7apxY9""@missy_babo",2.76E17,495475648, naderep
 Wed Dec 05 06:22:53 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Many buried under mud. Houses in path wrecked. Perhaps Philippines biggest typhoon #PabloPH kills at least... http://t.co/BTchCRLx,2.76E17,949849766, umcphlNewsTeam
 Wed Dec 05 06:22:56 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Oplan Kaagapay by JCI ILIGAN. #jci #iligan #philippines #communityservice #PabloPH #jcilife http://t.co/fmc0Xd7A,2.76E17,15761755, gowcarl
 Wed Dec 05 06:24:11 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Bopha most powerful typhoon to hit Mindanao (Phillippines) in decades already causes 77 deaths: http://t.co/lsAE1OOa,2.76E17,97883743, Sustainable2050
 Wed Dec 05 06:18:51 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @Earl1901: Many buried under mud. Houses in path wrecked. Perhaps Philippines biggest typhoon #PabloPH kills at least 82.... http:// ...,2.76E17,88774754, juliolafuente79
 Wed Dec 05 06:26:23 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, Help for #PabloPH victims: cash goods can be dropped at ABSCBN Sagip Kapamilya warehouse 13 Examiner St West... http://t.co/5ECwRmJo,2.76E17,66798277, Lopez_Muse
 Wed Dec 05 05:29:01 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @ABSCBNNews:  All warning signals in Mindanao lifted as 'Pablo' weakens #PabloPH http://t.co/LxoVuJqY,2.76E17,81742445, shin_MALDiiTA
 Wed Dec 05 05:30:41 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, hello sunshine! :D super init..#sunshine #sun #init #superinit #BagyongPablo #pabloPH #sky #clouds #finewea http://t.co/FCB4Apjv,2.76E17,81802259, zaizyrara
 Wed Dec 05 05:29:04 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @ABSCBNNews: All warning signals in Mindanao lifted as 'Pablo' weakens #PabloPH http://t.co/WaUYTbdc -- finally. Good news. :),2.76E17,81430376, godzgrafia
 Wed Dec 05 05:29:22 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, [ via @dost_pagasa ] At 12:00AM 5/DEC/2012 the eye of Typhoon #PabloPH was located @135km Northeast of Puerto... http://t.co/sWZ52DwV,2.76E17,32726264, UNTVweb
 Wed Dec 05 05:26:44 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, taas tubig ba :D haha #ilog #river #nature #kabankalan #brown #BagyongPablo #pabloph #fineweather #thankGOD http://t.co/mYgqbNSB,2.76E17,81802259, zaizyrara
 Wed Dec 05 05:31:19 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, At least 66 dead over 200 missing in New Bataan Compostela Valley #PabloPH http://t.co/HP8cxzbQ #anc,2.76E17,415424591, NewsonTweets
 Wed Dec 05 05:31:35 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, All warning signals in Mindanao lifted as 'Pablo' weakens #PabloPH http://t.co/H6QpsEbx,2.76E17,32361770, ABSCBNBreaking
 Wed Dec 05 05:31:21 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet, @jeaN_cuNa yey!  @ABSCBNNews: All warning signals in Mindanao lifted as 'Pablo' weakens #PabloPH http://t.co/xzMeffSc,2.76E17,204253961, _joanness
 Wed Dec 05 05:31:22 CET 2012,Please tag the following tweet based on the category or categories that best describes the link(s) included in the tweet,  @fmagbanua: Weather is getting better in davao a day after typhoon #pabloph häó_ http://t.co/0X0dYLmZ #anc,2.76E17,415424591, NewsonTweets
